date,time,username,name,text,photos,location,keyword
2021-01-12,19:08:55,iianmacc,politic(IAN),expel every member congress instigated treasonous insurrection well purposefully refused wear mask occurred put fellow member health life risk coupattempt capitalhill,[],[],"['member', 'coupattempt', 'refused', 'purposefully']"
2021-01-12,19:08:45,kevinmurraygolf,Kevin Patrick Murray,lockdown pic rtjgolf alabama truly one world best golfing venue judge capital hill possibly daunting tee shot could ever face kevinmurraygolfphotography lovegolf golfcourses golfart golfprints rtjtrail,['https://pbs.twimg.com/media/EriKWlRXYAEmC_D.jpg'],['alabama'],"['golfprints', 'rtjgolf', 'golfart', 'alabama']"
2021-01-12,19:08:09,fangtooth124875,Fangtooth,seanhannity thejusticedept un cijicj medium big corporation determined punish people speak think want united nation international court look hard attitude act accordingly capital hill riot protest thats,[],[],"['thejusticedept', 'cijicj', 'medium', 'capital']"
2021-01-12,19:06:45,flowers_annette,Annette Flowers,seanhannity troop capital hill police secret service officer elite ny unit virtual inauguration,[],[],"['troop', 'virtual', 'capital', 'police']"
2021-01-12,19:06:35,wakology,Capital Hill,liptonia time sex flashback,[],[],"['liptonia', 'flashback']"
2021-01-12,19:06:32,swast90024,Sandra Wastler,flotus comment attack capital hill outrageously tone deaf surprise flotus nothing potus mini flotus first lady duty trump governing dont kid believing better,[],[],"['flotus', 'governing', 'trump', 'outrageously']"
2021-01-12,19:06:10,loan83050143,loan,bonjourbalayage loreal lorealprofessionnel olaplexcapitalhill dcmothmake appointment balayagebyloancomthis pic feedback client haircut color look fabulous,[],[],"['loreal', 'color', 'lorealprofessionnel', 'haircut']"
2021-01-12,19:05:51,iczman82,George Jayakumar,anybody looked tiktok stop qanon conspiracy capitalhill capitolriot,[],[],"['tiktok', 'capitalhill', 'conspiracy', 'qanon']"
2021-01-12,19:03:17,jeffreyfarny,Jeffrey fa,vp coward blood hand invoke amendment christian capitalhill capitalbuilding,[],[],"['coward', 'capitalhill', 'blood', 'christian']"
2021-01-12,19:02:29,williamrpace2,William R Pace,andrewyang lit gov building fire repeatedly wrong dems trying use capital hill remove opposition shut free speech arrestcharge committed crime trump cause can not remove elected rep censor rep,[],[],"['remove', 'building', 'repeatedly', 'wrong']"
2021-01-12,19:02:16,mike_budzowski,Mike Budzowski ,shannshaann zemtofreemis chaudhurijunior timotheetee alfranken vp agree capital hill disgrace agree injustice need addressed agree action taken get message start dialogue end see looting target burning people business helping,[],[],"['agree', 'business', 'zemtofreemis', 'people']"
2021-01-12,18:59:12,sherryevand0718,sherry,vp dare know dangerous incapable leading country become part insurgence impeachandremove capitalhill arrestthemallnow,[],[],"['dangerous', 'capitalhill', 'incapable', 'impeachandremove']"
2021-01-12,18:59:07,yesrisingdotcom,Richard Silvia,housegop petesessions mourning incited capitalhill seditionhasconsequences,[],[],"['petesessions', 'capitalhill', 'mourning', 'incited']"
2021-01-12,18:58:31,williamrpace2,William R Pace,andrewyang capital hill protestors different color dem leadership would marched ignored criminal behavior,[],[],"['capital', 'criminal', 'marched', 'protestors']"
2021-01-12,18:58:14,ooohellomay,May Durand,detention hall raping kid removing woman uterus accommodate terrorist diet preference okay whiteprivilege capitalhill,[],[],"['whiteprivilege', 'raping', 'preference', 'removing']"
2021-01-12,18:57:24,jepluribusunums,JohnEPluribusUnumSmith,trumpisnotking kdlovesmd johnpavlovitz capital hill police officer commit suicide day failed insurrection coup etat,[],[],"['kdlovesmd', 'johnpavlovitz', 'insurrection', 'capital']"
2021-01-12,18:57:15,karencrisci1,Karen Crisci,read capital hill trump speech someone please point president trump incited violence,[],[],"['trump', 'capital', 'incited', 'point']"
2021-01-12,18:56:13,chill10974,Christopher Hill,lindseygrahamsc senator trump spent month telling supporter election rigged pushed conspiracy theory lying enabled end result insurrection capital involved need held accountable including trump,[],[],"['trump', 'senator', 'theory', 'lying']"
2021-01-12,18:55:51,sabrinaconnects,Sabrina Whiteman,levarburton need genius capital hill,[],[],"['genius', 'capital', 'levarburton']"
2021-01-12,18:54:46,crushmagaterror,Crush MAGA Terrorism,comcast chuck norris fiona hill magaterrorist plan attack capital see something say something trumpterroists,[],[],"['chuck', 'capital', 'norris', 'attack']"
2021-01-12,18:54:17,mmcmillguy,Jay,andrewyang vast majority conservative condemned happened capital hill yet still need call people racist changed disappointing,[],[],"['changed', 'majority', 'racist', 'conservative']"
2021-01-12,18:53:16,drewilious,Drewilious,mmartalock dayleyr awscloud ajassy neither capital hill protester oh yea,['https://pbs.twimg.com/media/EriG0_aXMAI0NvK.jpg'],[],"['dayleyr', 'protester', 'awscloud', 'ajassy']"
2021-01-12,18:51:09,giordan67551736,Giordano.Bruno,lindseygrahamsc done right thing first impeachment vote capital hill police officer would still alive today,[],[],"['impeachment', 'alive', 'officer', 'capital']"
2021-01-12,18:49:09,monamfmayes87,Ramona Mayes,white people genuinely surprised walker texas ranger member vanilla isi yall didnt see sign magaterrorist capitalhill walkertexasfascist chucknorrisfascistfacts,[],['texas'],"['people', 'walkertexasfascist', 'genuinely', 'capitalhill']"
2021-01-12,18:48:56,rainbow78521,frances regenbogen,guardian activity guy capital hill day paeler active user belongs twitter facebook forget dirty others,[],[],"['activity', 'forget', 'facebook', 'capital']"
2021-01-12,18:47:40,divagoddess_02,Brandy Boarman,silly commit crime punished full extent law buuuuut white need unity stop comparing tantrum blm protest one human wanting killed cry baby lost blacklivesmatter capitalhill,[],[],"['commit', 'blacklivesmatter', 'crime', 'punished']"
2021-01-12,18:47:21,peggyhi07709599,Peggy Hill,jimgaffigan horrible yet surprised trump supporting extremist would type person saw storm capital last week,[],[],"['capital', 'horrible', 'surprised', 'storm']"
2021-01-12,18:46:52,alew73512482,Alew,kimstrassel joebiden day capital hill focused insurrection terrorism coup destroy trump drop push retribution thing left talk election integrity,[],[],"['joebiden', 'election', 'capital', 'retribution']"
2021-01-12,18:46:48,4a_of,Dad Of 4A's,sergeivote crzyfkinworld blakeresists michellespenc brendabalazs mauraresister tkinmb rutherfordrocks good morning sergio anyone going removed capital hill today thank stay safe prepared anything last day removetrump removethetraitors,[],[],"['removetrump', 'crzyfkinworld', 'blakeresists', 'michellespenc']"
2021-01-12,18:44:03,jopath71,JOPATH,themurgie rebelnewsonline speakerpelosi antifa convinced trumpwhat sound like leak wh capital hill key member went work antifa dont brain pull heard antifa puppet,[],[],"['antifa', 'rebelnewsonline', 'capital', 'sound']"
2021-01-12,18:43:00,chitkwesumanetu,𝓔𝓵𝓲𝔃𝓪𝓫𝓮𝓽𝓱 𝓛𝓲𝓵𝓵𝔂,governor arnold schwarzenegger passionate message happened capital hill,[],[],"['arnold', 'capital', 'schwarzenegger', 'happened']"
2021-01-12,18:42:05,whisper75595524,Whisper,melissahowery backing away capital hill know corporate donation gave u holly amp cruzs delt judiciallycharged amp tried must leave govt im gon na fuck around amp get law degree,[],[],"['backing', 'capital', 'corporate', 'donation']"
2021-01-12,18:40:29,theprosecution1,The prosecution,capitalhill,['https://pbs.twimg.com/media/EriD5wRXIAQAZKw.jpg'],[],['capitalhill']
2021-01-12,18:39:27,videoman247,Videoman,frankryancpa video emerged capital hill mob citing fraud pa one justification influenced ryan political game killed good men must censured removed office resign frank,[],[],"['video', 'resign', 'emerged', 'office']"
2021-01-12,18:38:55,jaybird44441,Jaybird,jerseyjanes govmurphy equally wrong blm nope marching racial justice inbreds marched capital hill racist self overturn free fair election coup even spectrum,[],[],"['govmurphy', 'equally', 'election', 'wrong']"
2021-01-12,18:37:23,peachylaurey,laurey wallut,hilarious capital hill documentary behind scene look via youtube,[],[],"['capital', 'scene', 'documentary', 'hilarious']"
2021-01-12,18:34:22,dupui,I Have No More Patience follow dupui @Parler,capital hill rioter stealing election amp staging coup president duly elected people donaldtrump winner never doubt,[],[],"['winner', 'rioter', 'donaldtrump', 'stealing']"
2021-01-12,18:33:54,anderschaastrup,Anders C Haastrup,andrewyang imagine yang said capital hill rioter seriousness good yang straight cheering blm violence seems like tacid condemnation,[],[],"['tacid', 'violence', 'imagine', 'cheering']"
2021-01-12,18:31:55,bluesviewnews,We Are Trump,gofundme blocked patriot account justifiably riot capital hill till day still allows account fund antifa violent crime,[],[],"['account', 'violent', 'blocked', 'antifa']"
2021-01-12,18:30:45,patzoldsylvia,Sylvia Patzold,lindseygrahamsc wrong trump lying plan cause chaos capital hill demonstration every state capital wake see light mr graham ever vote republican,[],[],"['capital', 'wrong', 'trump', 'graham']"
2021-01-12,18:29:23,cassi_a_p,Cassia Owsiany,think staceyabrams replace smirking repmtg house expelled refusing wear mask insurrection coupattempt capitalhill,[],[],"['replace', 'coupattempt', 'smirking', 'insurrection']"
2021-01-12,18:28:59,lockhimupp,kamalamadingdong 🏳️‍🌈🏴‍☠️🇺🇸,lindseygrahamsc light fact called so demanding vote cast amp refuse concede know lost invited magamaniacs dc attempt coup capital hill lawmaker attempting certify election hell,[],[],"['light', 'election', 'certify', 'called']"
2021-01-12,18:27:35,signo40372199,Signo 🐗🇮🇹🇱🇧🖤#chicofortifree,faralessandro jokerreloaded ermannokilgore come pacifici manifestanti di capitalhill chi di noi non va giro con manette fascettose per rapire eventualmente membri del congresso erano pacifici proprio ah ovviamente un ferro va sempre portato non sa mai,['https://pbs.twimg.com/media/EriA82lXYAAVo-6.jpg'],['non va'],"['pacifici', 'jokerreloaded', 'portato', 'eventualmente']"
2021-01-12,18:24:52,tomcriswell,tom criswell,andrewyang people inkling interrupting capital hill insurrectionriot tame word use herewere maga crowdtherefore conjecture background moot face overwhelming evidence coup attempted,[],[],"['people', 'inkling', 'evidence', 'interrupting']"
2021-01-12,18:23:29,that1shantell,S'Class,american sue trump capital hill nonsense lawmaker testing covid positive,[],[],"['covid', 'trump', 'testing', 'capital']"
2021-01-12,18:21:00,shadowpirate27,Aaron Bledsoe,american really handle nine day raving lunatic white house mean defend asshole literally laughing going capital hill laugh people dying mean seriously people defend asshole,[],['capital hill'],"['people', 'defend', 'handle', 'raving']"
2021-01-12,18:20:05,thefogofenmity,The Fog Of Enmity,libertymantalk blokeworking jack trump supporter stormed capital hill try living country without govt law,[],[],"['blokeworking', 'country', 'trump', 'living']"
2021-01-12,18:19:15,mangobeach,Jomo Biden/Harris Won A BLUE VICTORY OVER FACISM!,serious shit go theyre willing die qanonwhite powerantimulticulturalism hill like nazi norway half decade back look eye magats capital screamed bloody murder,[],['norway'],"['theyre', 'bloody', 'screamed', 'qanonwhite']"
2021-01-12,18:18:17,traylarpark12,Rev. Luther🃏House Mr.32™,dont know company refusing business understand doingthey supplying validation ct global elite cabal run everything essentially turning bigger leader power capitalprotest capitalhill,[],[],"['capitalprotest', 'company', 'refusing', 'power']"
2021-01-12,18:17:53,wakology,Capital Hill,efyamurphy,[],[],['efyamurphy']
2021-01-12,18:17:02,lewisabateco,Lewis Stevenson,let get straight capital hill police helped protestors protestors bad broad brush protestors selective brush police left switched playbook,[],[],"['protestors', 'police', 'brush', 'capital']"
2021-01-12,18:16:59,lisany007,Lisa 💙🇺🇸,donwinslow bailing capital hill mob gps wthmind boggling,[],[],"['bailing', 'wthmind', 'capital', 'donwinslow']"
2021-01-12,18:14:06,lauragelezunas,Laura Gelezunas 🇱🇹,threadobservation capitol capitolhill capitalhill capitolbreach,[],[],"['capitol', 'capitalhill', 'capitolhill', 'threadobservation']"
2021-01-12,18:12:43,jackrossano,Jack Rossano,tra di noi ce lo possiamo dire italia cosa ce ne facciamo dei supporter di tump per rovesciare governi quando noi abbiamo renzi con un misero avremo risultati migliori di capitalhill,[],[],"['misero', 'avremo', 'risultati', 'renzi']"
2021-01-12,18:12:24,ladynred723,In My Opinion...🌗,letthemdie capital hill people office resigning trying setup easy access voilence disgusted trump trying make easier trump follower damage,[],[],"['trump', 'capital', 'follower', 'people']"
2021-01-12,18:00:43,solsforacc,Solutions,brand new sage case study landed find made possible oak hill partner school minimise capital investment share resource sageuk sage business college remoteworking wfh,['https://pbs.twimg.com/media/Erh6zVRXEAEbSdp.jpg'],[],"['remoteworking', 'college', 'partner', 'school']"
2021-01-12,17:56:48,farmernotsojohn,Consigned to Oblivion,ilhanmn yep socialist err mean democrat trying last four year condone happened capital hill understand frustration action last four year sham election,[],[],"['socialist', 'understand', 'capital', 'happened']"
2021-01-12,19:50:08,pugmommm,Mary Watson,many republican voted biden sick trump sure devastated republican capital hill turning head atrocity democracy,[],[],"['republican', 'atrocity', 'turning', 'biden']"
2021-01-12,19:49:48,pegasuspronano,Pegasus Pronano Tech Inc,passing along boy blue fbi washington capitalhill,[],['washington'],"['washington', 'passing', 'capitalhill']"
2021-01-12,19:48:39,slboekbinder,Sloane-Boekbinder,read ing tuesdaymotivations impeachtrumpagainnow capitolriot capitalhill capitolbuilding,[],[],"['capitalhill', 'tuesdaymotivations', 'capitolriot', 'impeachtrumpagainnow']"
2021-01-12,19:48:31,samana_siddiqui,Samana Siddiqui,please dont call trump supporter murdered destroyed capitalhill mentally ill chose planned premeditated need punished fullest extent law trumpcoupattempt capitolriot,[],[],"['trumpcoupattempt', 'trump', 'supporter', 'extent']"
2021-01-12,19:46:58,startchangeri,startchangeri,inciting word day contempt definition act despising state mind one despises disdain capitalhill unitedstates hypocrisy,['https://pbs.twimg.com/media/EriTHrKXcAIo-vV.jpg'],[],"['unitedstates', 'capitalhill', 'contempt', 'disdain']"
2021-01-12,19:46:50,giannek27,Gianluca Giannetto,supportate la vera arte palloncini thankyou lockdownuk spotify music italydidit drill traitortrump trumpcoupattempt pentagon viking potus newmusic capitalhill capitolbuilding trumprally trumpbegged zayn,['https://pbs.twimg.com/media/EriTFgvXYAsiOyr.jpg'],[],"['trumpbegged', 'trumprally', 'capitolbuilding', 'palloncini']"
2021-01-12,19:46:18,pedro_chosenone,Pedro Smith,williegeist kasie alexnbcnews alledge supreme court justice clarence thomas wife paid fee bus hundred rioter damage capital hill true held responsible accountable action rioter january,['https://pbs.twimg.com/media/EriS8_CW8AEAxKo.jpg'],['thomas'],"['rioter', 'kasie', 'alexnbcnews', 'alledge']"
2021-01-12,19:45:55,vet84ms,Mike,gopleader fact dont negotiate terrorist republican investigate false thing year finally something real simply fact want consume investigating charge trump impeachtrumpnow capitolriot capitalhill gop,[],[],"['capitalhill', 'capitolriot', 'impeachtrumpnow', 'trump']"
2021-01-12,19:45:18,rajmuker,Raj Mukherjee,dailycaller trump said rioter riot capital hillhe said supporter march peacefully,[],[],"['trump', 'march', 'rioter', 'supporter']"
2021-01-12,19:45:15,ssh17hx0r,Louie Syphr,weve already seen capitalhill kill police officer search execute vp amp nancypelosi amp fbi amp mainstreammedia really going keep calling protest seriously itisacoupnotprotest,[],[],"['capitalhill', 'protest', 'calling', 'police']"
2021-01-12,19:45:09,tommytrb73,tommytrb73,randpaul know new news sir capital hill group allowed happen total anarchy cleanup mess probably require service antifa almost made government free zone right capital nation proud,[],[],"['capital', 'nation', 'cleanup', 'anarchy']"
2021-01-12,19:43:20,capitalshill,🏒Sponsored by helmet ads™️,hockey week alright,[],[],"['hockey', 'alright']"
2021-01-12,19:43:17,1767desiree,Desiree 1767,hormanmichael there section amendment used keep public official capital hill including white house ever running public office,[],[],"['public', 'section', 'amendment', 'including']"
2021-01-12,19:43:09,wdtillman,Walter Tillman,hey white christian need repudiate ostracize people especially false prophetsleaders capitolriots christianisis capitalhill capitolbreach white evangelical christian fused trump extremism,[],[],"['white', 'christian', 'trump', 'prophetsleaders']"
2021-01-12,19:43:02,jeffdix27853614,Jeff dixon,repbonnie dear brought covid capital hill infected colleague,[],[],"['infected', 'brought', 'covid', 'capital']"
2021-01-12,19:41:14,italksarcasm,SadTruth,glock people capital hill needed,[],[],"['people', 'capital', 'glock', 'needed']"
2021-01-12,19:39:27,wakology,Capital Hill,efyatinaa sharp,[],[],"['efyatinaa', 'sharp']"
2021-01-12,19:38:28,rockaro17,Roc,jhancock joebiden arianalfigueroa gop deplorable accountability accountabilitybeforeunity capitolriot capitalhill gopbetrayedamerica coupattempt,[],[],"['gopbetrayedamerica', 'joebiden', 'arianalfigueroa', 'capitalhill']"
2021-01-12,19:37:20,arctic__char,✌Arctic_Char #FBR,repkevinbrady incited mob military attack capital fucking hill one letting pas without accountability repkevinbrady fascistgop,[],[],"['repkevinbrady', 'capital', 'fucking', 'attack']"
2021-01-12,19:36:27,nisahott,HOTT TV,tomiahonen watched capital hill speech incite coup people chose course watch speech entirety without medium spin,[],[],"['speech', 'watched', 'medium', 'capital']"
2021-01-12,19:35:30,rodhorton4,Rod Horton,took so pompeo nearly week politically calibrate capital hill attacker criminal rest u knew last wednesday,[],[],"['politically', 'criminal', 'calibrate', 'capital']"
2021-01-12,19:33:21,winnipegjets69,James,funny liberal wanting election liberal mp twitter saying could happen trying use trump capital hill vote conservative,[],[],"['liberal', 'capital', 'trump', 'happen']"
2021-01-12,19:32:43,leiausa,Sa mi,ahsankhanuk leader world much power influence people thinking amp behaviortherefore leader think speaking ampshould use every effort bring message kindness amp peace action humiliates themcapitalhill accountability capitolriot,['https://pbs.twimg.com/media/EriP3EFXUAItG5G.jpg'],[],"['leader', 'accountability', 'themcapitalhill', 'humiliates']"
2021-01-12,19:30:35,davidlmiller18,David L Miller,even one member current congress left capital hill next election cycle failure american people,[],[],"['american', 'current', 'congress', 'failure']"
2021-01-12,19:30:20,fk_ur_feelings3,Adorable_Deplorable17,kamalaharris condoning violence capitalhill blm,[],[],"['condoning', 'capitalhill', 'violence', 'kamalaharris']"
2021-01-12,19:30:18,kevinbarry68,🇨🇦Canada Rocks🇨🇦,belkage argument day ago racist asshole glad white woman killed capital hill protest way offside say anything would get suspended,[],['capital hill'],"['argument', 'offside', 'protest', 'racist']"
2021-01-12,19:30:18,hollywoodblvd1,🎬 🌟 📽,lot people call evangelicals longer believe word god worship false idol thats u amp jesus u storm capitalhill thats federalgovernment amp u christiandems,[],[],"['people', 'evangelicals', 'longer', 'worship']"
2021-01-12,19:29:38,penny66849789,Enola,capitalhill coupattempt impeachtrump impeachagain trump donaldtrump,[],[],"['coupattempt', 'trump', 'impeachtrump', 'impeachagain']"
2021-01-12,19:28:44,agthattruth,AG the Great✊🏿✊🏿✊🏿,profblacktruth funny didnt largest police union recognize trump president wonder could walk though capital hill,[],[],"['funny', 'capital', 'didnt', 'largest']"
2021-01-12,19:27:54,rijsbergenthijs,Thijs van Rijsbergen,capitolbuilding capitolriot capitalhill coronavirus coronamaatregelen corona,['https://pbs.twimg.com/media/EriOwWyWMAISuBB.jpg'],[],"['capitolriot', 'coronamaatregelen', 'capitalhill', 'coronavirus']"
2021-01-12,19:26:33,rijsbergenthijs,Thijs van Rijsbergen,capitolbuilding capitolriot capitalhill coronavirus coronamaatregelen corona,['https://pbs.twimg.com/media/EriOcweW4AA8VWm.jpg'],[],"['capitolriot', 'coronamaatregelen', 'capitalhill', 'coronavirus']"
2021-01-12,19:25:10,penny66849789,Enola,dont know need hear ppl got ta stop creating meme terrorist mob capitol whilst appreciate need humour helping cope distressing situation glorifies atrocious action capitalhill impeachtrump trump usa,[],[],"['trump', 'impeachtrump', 'capitalhill', 'action']"
2021-01-12,19:23:49,blsh1,Street Sign,msnbc morningjoe thank standing america part capital hill riot legacy donald trump senrickscott amp marcorubio,[],['america'],"['morningjoe', 'standing', 'senrickscott', 'america']"
2021-01-12,19:22:54,giordan67551736,Giordano.Bruno,mmpadellan done right thing first impeachment capital hill police officer would still alive today,[],['mmpadellan'],"['impeachment', 'alive', 'capital', 'officer']"
2021-01-12,19:21:37,imbearlythere,Bradley Dorenkamp,fun facthorny wannabe village person grandpa auschwitz hoodie model zip tie momma boy lectern thief snowboarder tooth confederate flag freak reject original smurf name smurfs arrestthemallnow capitalhill,[],[],"['facthorny', 'arrestthemallnow', 'wannabe', 'smurfs']"
2021-01-12,19:20:43,stephen93221074,Steve Nice,andrewyang love andrew idea would happen capital hill rioter different backround think either,[],[],"['rioter', 'andrew', 'capital', 'happen']"
2021-01-12,19:19:29,sunrisedr182182,182Newyork,thehill republican capital hill wanted turn usa capital kremlin russia putin mob shoot killed patriot russian putin puppet kremlin usa rep republican,[],['russia'],"['putin', 'capital', 'kremlin', 'republican']"
2021-01-12,19:18:46,wakology,Capital Hill,teleymusic u dm,[],[],['teleymusic']
2021-01-12,19:18:13,davidknows2,"Donald, Richard, (David)",big tech us capital hill,[],[],['capital']
2021-01-12,19:17:54,wakology,Capital Hill,derbynhaa jefftymer control n move,[],[],"['jefftymer', 'control', 'derbynhaa']"
2021-01-12,19:17:47,stwt4439,Shyla Thayer,seditious conspiracy capitol hill attacker fbi never tell real story behind attack capital,[],[],"['conspiracy', 'attack', 'capitol', 'story']"
2021-01-12,19:17:11,dactylion14,dactylion,themaxburns somebody smart said look simple amazon big tech baker parler want gay wedding cake doesnt life suck conservative bigtech censorship bigtechcensorship capitolbuilding capitalhill capitolbreach,[],[],"['capitalhill', 'smart', 'simple', 'capitolbuilding']"
2021-01-12,19:17:07,berardi_aldo,Sovereign Son Born of the Spirit,donaldjtrumpjr dont know accepted allied capital hill enogeration day,['https://pbs.twimg.com/media/EriMOs1W8AIRyYx.png'],[],"['enogeration', 'accepted', 'allied', 'capital']"
2021-01-12,19:17:04,veuvek,Veuvedekat Esq. {don't drink the 🚽 🦆} 🇪🇺🏳️‍🌈,jessetwhite marineresteve brexitgone jrwyke carlsbadcharlie nielsockelmann chrisnotabot vivcooper iangianni ruddsbunny mattfingersarni mindedmusically mattadkin brunothebridge mattgs afewpoints resiguru beowulfschaefer rosebudorson ojdadana davidmetroland nierozumie sirtomtucker fightfar tuskinhell ndelriego funny seems quoting source insisting called capital capital hill,[],[],"['capital', 'marineresteve', 'brexitgone', 'jrwyke']"
2021-01-12,19:16:10,wakology,Capital Hill,derbynhaa jefftymer beg,[],[],"['jefftymer', 'derbynhaa']"
2021-01-12,19:14:56,mike_budzowski,Mike Budzowski ,shannshaann zemtofreemis chaudhurijunior timotheetee alfranken vp disagree capital hill event different level rioter simply saying ignore either point incident require accountability consequence one responsible government official included,[],['capital hill'],"['zemtofreemis', 'official', 'chaudhurijunior', 'government']"
2021-01-12,19:13:46,rgreen89101492,RGreen,cnn nancy dumbest person capital hill well dumbest go idiot voted,[],[],"['dumbest', 'idiot', 'nancy', 'capital']"
2021-01-12,19:12:16,dactylion14,dactylion,peteralexander look like administration everyone acting including main protagonist whilst american dying hundred thousand capitolbuilding capitalhill,[],[],"['capitolbuilding', 'administration', 'acting', 'thousand']"
2021-01-12,19:11:01,wakology,Capital Hill,gamboii necessary,[],[],['gamboii']
2021-01-12,19:10:30,wakology,Capital Hill,derbynhaa jefftymer,[],[],"['derbynhaa', 'jefftymer']"
2021-01-12,19:10:23,robbed_bald,Dai Rich,samwisechester huwthomaswales get information known personally read somewhere trump managed get thousand march capital hill,[],[],"['capital', 'huwthomaswales', 'information', 'march']"
2021-01-12,19:10:12,mimcheryla,Cheryl Merritt,pray people come sens love country destroy tear apart disrespect democracy please let peace people democracy law love country american hope capitalhill capitalriots constitution love one another please,[],[],"['people', 'democracy', 'country', 'capitalhill']"
2021-01-12,19:09:51,colinth52477777,Colin Thomson,therickwilson jr rudy donald trump caused evil riot capital hill january held accountable mike penny ran away would hung gallows waiting bring trump,[],[],"['trump', 'accountable', 'january', 'penny']"
2021-01-12,19:09:12,wakology,Capital Hill,liptonia may god forgive u,[],['liptonia'],"['liptonia', 'forgive']"
2021-01-12,19:09:07,thorper50,Ourcountryneedsallies,mollyjongfast mtgreenee christian pastor need clean sunday sermon encouraging wear mask kill people election fraud capitolriot gop capitalhill tedcruz fbi tedcoup stopthesqueal robertjeffress,[],[],"['mtgreenee', 'stopthesqueal', 'christian', 'tedcoup']"
2021-01-12,19:08:55,iianmacc,politic(IAN),expel every member congress instigated treasonous insurrection well purposefully refused wear mask occurred put fellow member health life risk coupattempt capitalhill,[],[],"['member', 'coupattempt', 'refused', 'purposefully']"
2021-01-12,19:08:45,kevinmurraygolf,Kevin Patrick Murray,lockdown pic rtjgolf alabama truly one world best golfing venue judge capital hill possibly daunting tee shot could ever face kevinmurraygolfphotography lovegolf golfcourses golfart golfprints rtjtrail,['https://pbs.twimg.com/media/EriKWlRXYAEmC_D.jpg'],['alabama'],"['golfprints', 'rtjgolf', 'golfart', 'alabama']"
2021-01-12,19:08:09,fangtooth124875,Fangtooth,seanhannity thejusticedept un cijicj medium big corporation determined punish people speak think want united nation international court look hard attitude act accordingly capital hill riot protest thats,[],[],"['thejusticedept', 'cijicj', 'medium', 'capital']"
2021-01-12,19:06:45,flowers_annette,Annette Flowers,seanhannity troop capital hill police secret service officer elite ny unit virtual inauguration,[],[],"['troop', 'virtual', 'capital', 'police']"
2021-01-12,19:06:35,wakology,Capital Hill,liptonia time sex flashback,[],[],"['liptonia', 'flashback']"
2021-01-12,19:06:32,swast90024,Sandra Wastler,flotus comment attack capital hill outrageously tone deaf surprise flotus nothing potus mini flotus first lady duty trump governing dont kid believing better,[],[],"['flotus', 'governing', 'trump', 'outrageously']"
2021-01-12,19:06:10,loan83050143,loan,bonjourbalayage loreal lorealprofessionnel olaplexcapitalhill dcmothmake appointment balayagebyloancomthis pic feedback client haircut color look fabulous,[],[],"['loreal', 'color', 'lorealprofessionnel', 'haircut']"
2021-01-12,19:05:51,iczman82,George Jayakumar,anybody looked tiktok stop qanon conspiracy capitalhill capitolriot,[],[],"['tiktok', 'capitalhill', 'conspiracy', 'qanon']"
2021-01-12,19:03:17,jeffreyfarny,Jeffrey fa,vp coward blood hand invoke amendment christian capitalhill capitalbuilding,[],[],"['coward', 'capitalhill', 'blood', 'christian']"
2021-01-12,19:02:29,williamrpace2,William R Pace,andrewyang lit gov building fire repeatedly wrong dems trying use capital hill remove opposition shut free speech arrestcharge committed crime trump cause can not remove elected rep censor rep,[],[],"['remove', 'building', 'repeatedly', 'wrong']"
2021-01-12,19:02:16,mike_budzowski,Mike Budzowski ,shannshaann zemtofreemis chaudhurijunior timotheetee alfranken vp agree capital hill disgrace agree injustice need addressed agree action taken get message start dialogue end see looting target burning people business helping,[],[],"['agree', 'business', 'zemtofreemis', 'people']"
2021-01-12,18:59:12,sherryevand0718,sherry,vp dare know dangerous incapable leading country become part insurgence impeachandremove capitalhill arrestthemallnow,[],[],"['dangerous', 'capitalhill', 'incapable', 'impeachandremove']"
2021-01-12,18:59:07,yesrisingdotcom,Richard Silvia,housegop petesessions mourning incited capitalhill seditionhasconsequences,[],[],"['petesessions', 'capitalhill', 'mourning', 'incited']"
2021-01-12,18:58:31,williamrpace2,William R Pace,andrewyang capital hill protestors different color dem leadership would marched ignored criminal behavior,[],[],"['capital', 'criminal', 'marched', 'protestors']"
2021-01-12,18:58:14,ooohellomay,May Durand,detention hall raping kid removing woman uterus accommodate terrorist diet preference okay whiteprivilege capitalhill,[],[],"['whiteprivilege', 'raping', 'preference', 'removing']"
2021-01-12,18:57:24,jepluribusunums,JohnEPluribusUnumSmith,trumpisnotking kdlovesmd johnpavlovitz capital hill police officer commit suicide day failed insurrection coup etat,[],[],"['kdlovesmd', 'johnpavlovitz', 'insurrection', 'capital']"
2021-01-12,18:57:15,karencrisci1,Karen Crisci,read capital hill trump speech someone please point president trump incited violence,[],[],"['trump', 'capital', 'incited', 'point']"
2021-01-12,18:56:13,chill10974,Christopher Hill,lindseygrahamsc senator trump spent month telling supporter election rigged pushed conspiracy theory lying enabled end result insurrection capital involved need held accountable including trump,[],[],"['trump', 'senator', 'theory', 'lying']"
2021-01-12,18:55:51,sabrinaconnects,Sabrina Whiteman,levarburton need genius capital hill,[],[],"['genius', 'capital', 'levarburton']"
2021-01-12,18:54:46,crushmagaterror,Crush MAGA Terrorism,comcast chuck norris fiona hill magaterrorist plan attack capital see something say something trumpterroists,[],[],"['chuck', 'capital', 'norris', 'attack']"
